patent_id	claim_sequence	claim_text	dependent	claim_number	exemplary
RE48918	4	5. The power cable termination device as claimed in claim 1 , wherein the housing comprises a ground for being grounded in use.	claim 1	5	0
RE48918	5	6. A power cable termination device for a high voltage direct current gas-insulated switchgear, the power cable termination device comprising: an outer housing made of an electrically conducting material, the outer housing being fixedly connectable at a first end thereof to the high-voltage direct current gas-insulated switchgear, a terminal portion of a power cable, the power cable having an electrical conductor, an electrically insulating layer circumferentially surrounding the electrical conductor, and a conductive shield circumferentially surrounding the insulating layer and the electrical conductor, wherein the conductive shield is stripped off along a first part of the power cable, an electric field grading system having a resistive field grading material layer, which is made of a non-linear resistive field grading material, arranged circumferentially around the power cable such as to extend axially at least along a part of the electrically insulating layer and such as to cover the edge of the conductive shield where the conductive shield is terminated, the resistive field grading material layer being in electrical contact therewith, a connection device connectable to the gas-insulated switchgear and arranged to provide mechanical support and electrical contact with the gas-insulated switchgear, and an inner shell made of an electrically insulating material and fastened at a first end thereof to the connection device and at a second end thereof to a power cable receiving part of the outer housing.		6	0
RE48918	6	7. The power cable termination device as claimed in claim 6 , wherein the inner shell is fastened at the first end thereof to the connection device via a first metal plate, and wherein the inner shell is fastened at the second end thereof to the outer housing via a second metal plate.	claim 6	7	0
RE48918	7	8. The power cable termination device as claimed in claim 7 1 , wherein the first metal plate and the second metal plate comprises comprise a number of holes, through which an insulating medium can pass.		8	0
RE48918	8	9. The power cable termination device as claimed in claim 6 1 , wherein the inner shell comprises a number of holes.		9	0
RE48918	9	10. A The power cable termination device for a high voltage direct current gas-insulated switchgear, the power cable termination device comprising: an outer housing made of an electrically conducting material, the outer housing being fixedly connectable at a first end thereof to the high-voltage direct current gas-insulated switchgear, a terminal portion of a power cable, the power cable comprising an electrical conductor, an electrically insulating layer circumferentially surrounding the electrical conductor, and a conductive shield circumferentially surrounding the insulating layer and the electrical conductor, wherein the conductive shield is stripped off along a first part of the power cable, an electric field grading system comprising a resistive field grading material layer, which is made of a non-linear resistive field grading material, arranged circumferentially around the power cable such as to extend axially at least along a part of the electrically insulating layer and such as to cover the edge of the conductive shield where the conductive shield is terminated, the resistive field grading material layer being in electrical contact therewith, and a connection device connectable to the gas-insulated switchgear and arranged to provide mechanical support and electrical contact with the gas-insulated switchgear, as claimed in claim 1 wherein the electric field grading system comprises a conducting electrode fastened to a second end of the outer housing circumferentially surrounding the power cable and arranged a distance from the resistive field grading material layer.		10	0
RE48918	10	11. A high-voltage direct current gas-insulated switchgear system comprising a high-voltage direct current gas-insulated switchgear and a power cable termination device including: an outer housing made of an electrically conducting material, the outer housing being fixedly connectable at a first end thereof to the high-voltage direct current gas-insulated switchgear, a terminal portion of a power cable, the power cable comprising an electrical conductor, an electrically insulating layer circumferentially surrounding the electrical conductor, and a conductive shield circumferentially surrounding the insulating layer and the electrical conductor, wherein the conductive shield is stripped off along a first part of the power cable, an electric field grading system comprising a resistive field grading material layer, which is made of a non-linear resistive field grading material, the resistive field grading material layer being arranged circumferentially around the power cable such as to extend axially at least along a part of the electrically insulating layer and such as to cover the edge of the conductive shield where the conductive shield is terminated, the resistive field grading material layer being in electrical contact therewith, and a connection device connectable to the gas-insulated switchgear and arranged to provide mechanical support and electrical contact with the gas-insulated switchgear, and wherein the outer housing is filled with an insulating medium in the form of a gas an inner shell made of an electrically insulating material and fastened at a first end thereof to the connection device and at a second end thereof to a power cable receiving part of the outer housing, wherein the inner shell is fastened at the first end thereof to the connection device via a first metal plate, and wherein the inner shell is fastened at the second end thereof to the outer housing via a second metal plate .		11	0
RE48918	11	12. The high-voltage direct current gas-insulated switchgear system as claimed in claim 11, wherein the outer housing is filled with an insulating medium in the form of a gas.		12	0
RE48918	12	13. The power cable termination device as claimed in claim 1, wherein the outer housing is filled with an insulating medium in the form of a gas.		13	0
RE48919	0	1. A system for protecting data-at-rest in a cloud-based service platform, the system comprising: a network connection; a working memory device; a persistent data storage medium; and one or more processors coupled to the working memory device, the network connection and the persistent data storage medium, the persistent data storage medium containing that execute instructions that, when executed on the system , cause the system to perform operations including: performing, using the one or more processors, a first action involving a document stored in the working memory device of the system; upon following completion of the a first action involving a document stored in the working memory device , transmitting, over the network connection, the document to a remote system operated by a security service provider for persistent storage, wherein prior to the transmitting, the document being retained within the working memory device and is not written to the persistent data storage medium; deleting the document from the working memory device in response to receiving a confirmation of receipt of the document from the remote system operated by the security service provider ; determining, after deleting the document, that a second action requires access to involves the document; receiving in response to a request , over the network connection using the one or more processors, the document from the remote system operated by the security service provider ; in response to receiving the document, maintaining the document within the working memory device, without writing the document to the persistent data storage medium; performing, using the one or more processors, the second action involving the document; and upon completion of the second action involving the document , deleting the document from the working memory device.		1	0
RE48919	1	2. The system of claim 1 , wherein the determining that the second action requires access to involves the document includes receiving a signature completion request from a second user.	claim 1	2	0
RE48919	2	3. The system of claim 2 , wherein the performing of the second action includes presenting at least a representation of the document to the second user for signature.	claim 2	3	0
RE48919	3	4. The system of claim 3 , wherein the performing of the second action includes receiving signature data from the second user representative of the second user applying a digital or electronic signature to the document.	claim 3	4	0
RE48919	4	5. The system of claim 4 , wherein the persistent storage medium further comprises instructions that further cause the system to perform the an operation of storing the signature data in association with the document and the first action or the second action prior to deleting the document from the working memory device .	claim 4	5	0
RE48919	5	6. The system of claim 1 , wherein the performing the second action includes collecting and maintaining metadata confirming the second action associated with the document.	claim 1	6	0
RE48919	6	7. The system of claim 1 , wherein the deleting the document from working memory device occurs in response to the following conditions: no actions requiring access to the document are pending processing on the cloud-based service platform; and receipt of a confirmation from the remote system operated by the security service provider of receipt and storage of a current copy of the document.	claim 1	7	0
RE48919	7	8. The system of claim 1 , wherein the persistent data storage medium further comprises instructions that further cause the system to perform operations including: accessing a policy associated with a first user; evaluating the first action or the second action and the document against the policy; and determining whether to persistently store the document with the security service provider based on results of evaluating the first action or the second action and the document.	claim 1	8	0
RE48919	8	9. The system of claim 8 , wherein evaluating the document against the policy includes evaluating a status associated with the document against the policy.	claim 8	9	0
RE48919	9	10. A method for protecting data-at-rest in a cloud-based service platform, the method comprising: on a computing system within the cloud-based document management service platform performing operations including: performing, using the one or more processors, a first action involving a document stored in the working memory device; upon following completion of the a first action involving a document stored in a working memory device , transmitting , over the network connection, the document to a remote system operated by a security service provider for persistent storage, wherein prior to the transmitting, the document being retained within the working memory device and is not written to the persistent data storage medium; deleting the document from the working memory device in response to receiving a confirmation of receipt of the document from the remote system operated by the security service provider ; determining, after deleting the document, that a second action requires access to involves the document; receiving in response to a request, over the network connection using the one or more processors, the document from the remote system operated by the security service provider ; in response to receiving the document, maintaining the document within the working memory device, without writing the document to the persistent data storage medium; performing, using the one or more processors, the second action involving the document; and upon completion of the second action involving the document , deleting the document from the working memory device.		10	0
RE48919	10	11. The method of claim 10 , wherein the determining that the second action requires access to involves the document includes receiving a signature completion request from a second user.	claim 10	11	0
RE48919	11	12. The method of claim 11 , wherein the performing of the second action includes presenting at least a representation of the document to the second user for signature.	claim 11	12	0
RE48919	12	13. The method of claim 12 , wherein the performing of the second action includes receiving signature data from the second user representative of the second user applying a digital or electronic signature to the document.	claim 12	13	0
RE48919	13	14. The method of claim 13 , further comprising storing the signature data in association with the document and the first action or the second action prior to deleting the document from the working memory device .	claim 13	14	0
RE48919	14	15. The method of claim 10 , wherein the performing the second action includes collecting and maintaining metadata confirming the second action associated with the document.	claim 10	15	0
RE48919	15	16. The method of claim 10 , wherein the deleting the document from the cloud-based service platform occurs in response to the following conditions: no actions requiring access to the document are pending processing on the cloud-based service platform; and receipt of a confirmation from the remote system operated by the security service provider of receipt and storage of a current copy of the document.	claim 10	16	0
RE48919	16	17. The method of claim 10 , wherein the receiving the document as part of a service request includes: accessing a policy associated with a first user; evaluating the first action or the second action and the document against the policy; and determining whether to persistently store the document with the security service provider based on results of evaluating the first action or the second action and the document.	claim 10	17	0
RE48919	17	18. The method of claim 17 , wherein evaluating the document against the policy includes evaluating a status associated with the document against the policy.	claim 17	18	0
RE48919	18	19. A non-transitory computer-readable storage medium containing instructions that, when executed on a computer system within a cloud-based service platform, cause the computer system to perform operations including: performing, using the one or more processors, a first action involving a document stored in the working memory device; upon following completion of the a first action involving a document stored in a working memory device , transmitting, over the network connection, the document to a remote system operated by a security service provider for persistent storage, wherein prior to the transmitting, the document being retained within the working memory device and is not written to the persistent data storage medium; deleting the document from the working memory device in response to receiving a confirmation of receipt of the document from the remote system operated by the security service provider ; determining, after deleting the document, that a second action requires access to involves the document; receiving in response to a request , over the network connection using the one or more processors, the document from the remote system operated by the security service provider ; in response to receiving the document, maintaining the document within the working memory device, without writing the document to the persistent data storage medium; performing, using the one or more processors, the second action involving the document; and upon completion of the second action involving the document , deleting the document from the working memory device.		19	0
RE48919	19	20. The non-transitory computer-readable storage medium of claim 19 , wherein the determining that the second action requires access to involves the document includes receiving a signature completion request from a second user; and wherein the performing of the second action includes presenting at least a representation of the document to the second user for signature.	claim 19	20	0
RE48920	0	1. A method for encoding a digital image, the method comprising: receiving the digital image of a plurality of pixels, each pixel having a luma component and two corresponding chroma components; extracting luma components and chroma components from the plurality of pixels; reordering the luma components and reordering the chroma components extracted from the plurality of pixels, wherein reordering the luma components and reordering the chroma components comprises: for a plurality of pixels received on each scan line of the digital image: providing a first half of the luma components on a first data channel of three data channels, the three data channels configured for transmitting the luma components and chroma components of the plurality of pixels of the scan line; providing a second half of the luma components on a second data channel of the three data channels; and providing the two corresponding chroma components on a remaining data channel of the three data channels; and generating a data structure representing the digital image based on the reordering of the luma components and the reordering of the chroma components.		1	0
RE48920	1	2. The method of claim 1 , further comprising encoding the digital image according to the data structure.	claim 1	2	0
RE48920	2	3. The method of claim 1 , wherein each of the plurality of pixels is in a sampling format, where two chroma components of the pixel are sampled at half the sample rate of luma component of the pixel in horizontal and vertical directions.	claim 1	3	0
RE48920	3	4. The method of claim 1 , wherein the plurality of pixels of the digital image are received in an order according to a scan line of the plurality of pixels, each scan lining having a predetermined horizontal resolution.	claim 1	4	0
RE48920	4	5. The method of claim 1 , wherein the reordering the luma components comprises: for the plurality of pixels received on each scan line of the digital image: separating the luma components of the pixels on the scan line into two parts, wherein each part has a half of the luma components of the plurality of pixels on the scan line.	claim 1	5	0
RE48920	5	6. The method of claim 1 , wherein the digital image is partitioned into a plurality of subpictures, each subpicture having a partial horizontal resolution of a corresponding horizontal resolution of the digital image, and each subpicture having a partial vertical resolution of a corresponding vertical resolution of the digital image.	claim 1	6	0
RE48920	6	7. The method of claim 1 , further comprising maintaining a spatial relationship of each pixel component within a subpicture after reordering such that the spatial relationship of individual pixel components within the subpicture is the same as the spatial relationship of the corresponding individual components within the subpicture.	claim 1	7	0
RE48920	7	8. A method for decoding an encoded digital image, the method comprising: receiving the encoded digital image of a plurality of pixels, each pixel having a luma component and two corresponding chroma components; extracting luma components and chroma components from the plurality of pixels; reordering the luma components and reordering the chroma components extracted from the plurality of pixels according to a data structure describing the reordering, wherein reordering the luma components and reordering the chroma components comprises: providing the luma components of the plurality of pixels on two data channels of three data channels, the three data channels configured for transmitting the luma components and chroma components of the plurality of pixels of the scan line, wherein each data channel of the two data channels has a half of the luma components of the plurality of pixels on a scan line; and providing the two corresponding chroma components on a remaining data channel of the three data channels; and reconstructing a digital image with reduced color resolution based on the reordering of the luma components and the chroma components of the digital image.		8	0
RE48920	8	9. The method of claim 8 , wherein the reordering the luma components comprises: reordering the selected luma components on the scan line according to the data structure describing the reordering.	claim 8	9	0
RE48920	9	10. A non-transitory computer readable medium storing executable computer program instructions for encoding a digital image, the computer program instructions comprising instructions that when executed cause a computer processor to: receive the digital image of a plurality of pixels, each pixel having a luma component and two corresponding chroma components; extract luma components and chroma components from the plurality of pixels; reorder the luma components and reorder the chroma components extracted from the plurality of pixels, wherein the computer program instructions that when executed cause the computer processor to reorder the luma components and the chroma components further comprise instructions to: for a plurality of pixels received on each scan line: provide a first part of the luma components on a first data channel of three data channels, the three data channels configured for transmitting the luma components and chroma components of the plurality of pixels of the scan line; provide a second part of the luma components on a second data channel of the three data channels; and provide the two corresponding chroma components on a remaining data channel of the three data channels; and generate a data structure representing the digital image based on the reordering of the luma components and the reordering of the chroma components.		10	0
RE48920	10	11. The computer readable medium of claim 10 , further comprising computer program instructions that when executed cause the computer processor to encode the digital image according to the data structure.	claim 10	11	0
RE48920	11	12. The computer readable medium of claim 10 , wherein each of the plurality of pixels is in a sampling format, where two chroma components of the pixel are sampled at half the sample rate of luma component of the pixel in horizontal and vertical directions.	claim 10	12	0
RE48920	12	13. The computer readable medium of claim 10 , wherein the plurality of pixels of the digital image are received in an order according to a scan line of the plurality of pixels, each scan lining having a predetermined horizontal resolution.	claim 10	13	0
RE48920	13	14. The computer readable medium of claim 10 , wherein the computer program instructions for reordering the luma components comprise instructions that when executed cause the computer processor to: for the plurality of pixels received on each scan line: separate the luma components of the pixels on the scan line into the two parts, wherein each part has a half of the luma components of the plurality of pixels on the scan line.	claim 10	14	0
RE48920	14	15. The computer readable medium of claim of claim 10 , wherein the digital image is partitioned into a plurality of subpictures, each subpicture having a partial horizontal resolution of a corresponding horizontal resolution of the digital image, and each subpicture having a partial vertical resolution of a corresponding vertical resolution of the digital image.	claim 10	15	0
RE48920	15	16. The computer readable medium of claim 10 , further comprising computer program instructions to maintain a spatial relationship of each pixel component within a subpicture after reordering such that the spatial relationship of individual pixel components within the subpicture is the same as the spatial relationship of the corresponding individual components within the subpicture.	claim 10	16	0
RE48920	16	17. A non-transitory computer readable medium storing executable computer program instructions for decoding an encoded digital image, the computer program instructions comprising instructions that when executed cause a computer processor to: receive the encoded digital image of a plurality of pixels, each pixel having a luma component and two corresponding chroma components; extract luma components and chroma components from the plurality of pixels; reorder the luma components and reorder the chroma components extracted from the plurality of pixels according to a data structure describing the reordering, wherein the computer program instructions for reordering the luma components and reordering the chroma components comprise instructions that when executed cause the computer processor to: provide the luma components of the pixels on two data channels of three data channels, the three data channels configured for transmitting the luma components and chroma components of the plurality of pixels of the scan line, wherein each data channel of the two data channels has a half of the luma components of the plurality of pixels on a scan line; and provide the two corresponding chroma components on a remaining data channel of the three data channels; and reconstruct a digital image with reduced color resolution based on the reordering of the luma components and the chroma components of the digital image.		17	0
RE48920	17	18. The computer readable medium of claim 17 , wherein the computer program instructions for reordering the luma components comprise instructions that when executed cause the computer processor to: reorder the selected luma components on the scan line according to the data structure describing the reordering.	claim 17	18	0
RE48920	18	19. A method for encoding a digital image, the method comprising: receiving data defining a plurality of pixels of the digital image, wherein each of the plurality of pixels is defined by a luma pixel component and two corresponding chroma pixel components; separating the luma pixel components and the two corresponding chroma pixel components of the plurality of pixels; reordering the plurality of pixels from a received order by: mapping a first half of the luma pixel components onto a first data channel of three data channels; mapping a remaining half of the luma pixel components onto a second data channel of the three data channels; and mapping the two corresponding chroma pixel components onto a remaining data channel of the three data channels; encoding the luma pixel components and the two corresponding chroma pixel components on the three data channels at an encoder to obtain encoded data; and transmitting the encoded data on a transmission channel.		19	0
RE48920	19	20. The method of claim 19, wherein the reordering maintains an original relative spatial relationship of the plurality of pixels.		20	0
RE48920	20	21. The method of claim 19, wherein the data is associated with a 4:2:2 sampling ratio or a 4:2:0 sampling ratio.		21	0
RE48920	21	22. The method of claim 19, further comprising partitioning the plurality of pixels into a plurality of subpictures, wherein each of the plurality of subpictures comprises a subset of the plurality of pixels.		22	0
RE48920	22	23. The method of claim 22, wherein each of the plurality of subpictures has a partial horizontal resolution of a corresponding horizontal resolution of the digital image and a partial vertical resolution of a corresponding vertical resolution of the digital image.		23	0
RE48920	23	24. The method of claim 22, wherein a first set of the luma pixel components of each of the plurality of subpictures is mapped onto the first data channel, and wherein a second set of the luma pixel components of each of the plurality of subpictures is mapped onto the second data channel.		24	0
RE48920	24	25. The method of claim 22, wherein each of the plurality of subpictures contains a set of pixels associated with respective portions of a plurality of scan lines of the digital image.		25	0
RE48920	25	26. The method of claim 22, wherein the partitioning comprises splitting each scan line of the digital image such that the luma pixel components of each scan line is split into a respective first stream and a respective second stream, wherein the luma pixel components of each first stream are mapped onto the first data channel, and wherein the luma pixel components of each second stream are mapped onto the second data channel.		26	0
RE48920	26	27. The method of claim 26, wherein, for each scan line, an original relative spatial relationship of the luma pixel components of the first stream is maintained and an original relative spatial relationship of the luma pixel components of the second stream is maintained.		27	0
RE48920	27	28. The method of claim 22, wherein each of the plurality of subpictures comprises a portion of the luma pixel components and a portion of only one chroma pixel component of the two corresponding chroma pixel components.		28	0
RE48920	28	29. The method of claim 22, further comprising setting a number of subpictures and/or a size of each subpicture, wherein the partitioning the plurality of pixels is based on the setting.		29	0
11234352	0	1. A tool combination for an agricultural soil cultivation machine, the agricultural soil cultivation machine including a tine including a carrier part, the tool combination comprising: a blade tip including a base part and a cutter attached to the base part, the base part including: a screw receptacle defined in the base part for fastening the base part to the carrier part of the tine; a plug receptacle defined in a back side of the base part, the plug receptacle being laterally enclosed by two side walls spaced apart from each other in a first direction transverse to a tool feed direction, and the plug receptacle being open to an end of the base part opposite from the cutter, such that the plug receptacle is covered in the tool feed direction by a covering portion of the base part; and at least one form-fitting element defined on the base part; and a guiding element including a plug projection receivable in the plug receptacle between the covering portion of the base part and the carrier part of the tine, the plug projection also being receivable between the two sidewalls, the guiding element further including at least one form-fitting counter element defined on the plug projection, the guiding element extending away from the plug projection out of the plug receptacle and beyond the base part in a direction away from the cutter to cover a portion of the carrier part of the tine and to guide soil cut by the blade tip; and wherein the at least one form-fitting element is configured to form a form-fitting connection with the at least one form-fitting counter element such that movement of the plug projection out of the plug receptacle is prevented.		1	1
11234353	0	1. An actuator assembly comprising: a linear actuator comprising: a cylinder; and a rod adapted to extend and retract from the cylinder; a rail support positioned proximate the cylinder; a sensor rail supported by the rail support and attached to the rod, wherein the sensor rail translates relative to the rail support as the sensor rail moves with the rod, the sensor rail defining a series of edges; and a quadrature encoder attached to the rail support, wherein the encoder detects the passage of edges of the series of edges as the rod extends and retracts from the cylinder.		1	1
11234354	0	1. Method for cultivating crops on a field, comprising: in a technological operation, preparing the field by loosening the soil surface and removing weed germs at an absolute soil moisture of about 65%, thereby avoiding an increase in soil compaction, in a technological operation subsequent to the preparing, sowing seeds for the crops using an agricultural sowing technology at an absolute soil moisture of about 70% and during rain, and in a technological operation subsequent to the sowing, harvesting the crops using an agricultural harvesting technology, wherein all of the technological operations performed on the field beyond at most four per season use exclusively self-propelled, power-operated vehicles which operate on tires having a pressure of 5-60 kPa with a pressure on the ground of the field of less than 60 kPa.		1	1
11234355	0	1. A system for managing material accumulation relative to an agricultural implement, the system comprising: a ground engaging tool supported on an agricultural implement; an infrared sensor having a field of view directed towards the ground engaging tool, the infrared sensor being configured to generate data indicative of a temperature gradient of field materials at the ground engaging tool; and a controller communicatively coupled to the infrared sensor, the controller being configured to monitor the data received from the infrared sensor and determine a presence of material accumulation relative to the ground engaging tool based at least in part on the temperature gradient of the field materials at the ground engaging tool.		1	1
11234356	0	1. A traveling route setting device comprising: a work region setting portion which sets, within a traveling region, a work region for a working vehicle to perform predetermined work; and a traveling route setting portion which sets, within the traveling region, a target traveling route for travel guidance to make the working vehicle travel automatically, wherein the traveling route setting portion comprises: an initial route generation portion which generates an initial route based on a traveling trajectory formed by traveling of the working vehicle within the traveling region; a work route generation portion which generates, based on the initial route, a plurality of work routes arranged in a state of being parallel to the initial route in a parallel arrangement direction orthogonal to a traveling direction of the initial route; and a connection route generation portion which generates a plurality of connection routes each connecting, at one end side or the other end side of the work region, routes adjacent to each other in the parallel arrangement direction among the initial route and the plurality of work routes, and the target traveling route including the initial route, the plurality of work routes, and the plurality of connection routes is set wherein the work route generation portion generates an extended route by extending the initial route within the work region, and generates the plurality of work routes arranged in a state of being parallel to the extended route in the parallel arrangement direction.		1	1
11234357	0	1. A system for monitoring field conditions during an agricultural operation by an agricultural machine, the system comprising: a support arm configured to be coupled to and extend from the agricultural machine such that, when the agricultural machine makes a pass across a field along a given swath, a portion of the support arm extends across or is positioned over at least a portion of an adjacent swath within the field, wherein the adjacent swath is a swath within the field along which the agricultural machine will make a subsequent pass across the field after completing the pass across the field along the given swath; a sensor provided in association with the support arm, the sensor being configured to detect a parameter indicative of a field condition associated with the adjacent swath; and a controller communicatively coupled to the sensor, the controller being configured to monitor the field condition associated with the adjacent swath based on sensor data received from the sensor, wherein the controller is configured to adjust the operation of the agricultural machine based on the monitored field condition.		1	1
11234358	0	1. A row clearing bracket, comprising: a bracket configured to be rigidly connected to a toolbar, the bracket connected to a yoke, the yoke connected to a first pivoting arm and a second pivoting arm, the first pivoting arm and the second pivoting arm connected to a shoe, the shoe configured to be connected to one or more engaging wheels, wherein the first pivoting arm and the second pivoting arm rotate freely around the yoke for a predetermined range wherein rotational movement of the first pivoting arm and the second pivoting arm is limited by coming into contact with the yoke.		1	1
11234359	0	1. A method for soil moisture retrieval using multi-channel collaboration algorithm and passive microwave radiometry, being characterized in that, the method comprises the following steps: establishing a mathematical relationship formula between brightness temperatures at any two channels according to a microwave radiative transfer equation; collecting an actual brightness temperature of a core channel and an actual brightness temperature of collaborative channels; selecting parameters to be retrieved, wherein the parameters comprises at least a soil moisture value; giving a series of estimated values of parameters to be retrieved, calculating a series of predicted brightness temperatures of the collaborative channels according to the actual brightness temperature of the core channel, the microwave radiative transfer equation and the mathematical relationship formula, comparing the predicted brightness temperatures of the collaborative channels with the actual brightness temperature, and determining the soil moisture value among the series of estimated values of parameters to be retrieved according to a comparison result; or giving initial values of parameters to be retrieved, performing iterative calculation to obtain a series of predicted brightness temperatures of the collaborative channels according to the actual brightness temperature of the core channel, the microwave radiative transfer equation and the mathematical relationship formula, comparing the predicted brightness temperatures of the collaborative channels with the actual brightness temperature, and determining the soil moisture value according to the comparison result; the microwave radiative transfer equation is represented by a two-component model under the zero-order approximation; the mathematical relationship formula is written as: Tb ch ⁡ ( 2 ) total = V ch ⁡ ( 2 ) e - S r ⁢ V r · V ch ⁡ ( 1 ) e + S r ⁢ V r · Tb ch ⁡ ( 1 ) total S r = e ch ⁡ ( 2 ) s e ch ⁡ ( 1 ) s V r = V ch ⁡ ( 2 ) t V ch ⁡ ( 1 ) t wherein, Tb ch(2) total and Tb ch(1) total are brightness temperatures at any two channels, e ch(2) s and e ch(1) s are microwave emissivity of the rough soil surface at the any two channels, and V ch(2) t and V ch(1) t are vegetation emissions at the any two channels, and V ch(2) e and V ch(1) e are vegetation emission term of the any two channels.		1	1
11234360	0	1. A particulate material sensing and agitation control system of an agricultural system, comprising: an agitator configured to induce movement of particulate material through the agricultural system; a drive system coupled to the agitator and comprising a negative lead, wherein the drive system is configured to move the agitator, and the drive system is powered via an electrical circuit; a sensing system configured to determine a current flowing through the drive system, wherein the sensing system comprises a first input coupled to a first point on the electrical circuit, the sensing system comprises a second input coupled to a second point on the electrical circuit, the sensing system is configured to determine a voltage differential between the first point and the second point, and the sensing system is configured to determine current flowing through the electrical circuit based on the voltage differential; and a resistance component electrically disposed between the negative lead and a ground, wherein the resistance component has a known resistance value, wherein the sensing system is configured to determine the current flowing through the electrical circuit by dividing the voltage differential with the known resistance value.		1	1
11234361	0	1. A system for determining a status of plants, comprising: a light transmitter arranged for providing broad band illumination to one or more plants; a light receiver including a plurality of receiver channels, the receiver channels arranged for receiving reflected light from said one or more plants in mutually different wavelength bands; and a processing unit arranged for determining a status of said one or more plants on the basis of the reflected light received by said plurality of receiver channels; wherein a light transmitter control unit is arranged to cause the light transmitter transmit bursts of modulated light, and wherein the light receiver is arranged for detecting light synchronized with the modulated transmitted light.		1	1
11234362	0	1. A remote-control mowing system, comprising: a mower having: an engine selectively coupled to mower blades via a power takeoff (PTO) unit, a drive system for transporting the mower along terrain, a first antenna, and a first controller coupled to the PTO unit, the drive system, and the first antenna; and a remote handheld unit having: one or more user input device(s) with which a user can issue at least a first command to start the engine, a second command to activate the drive system to move the mower in a desired direction, and a third command to activate the PTO unit, an enable switch, a second antenna, and a second controller coupled to the user input device(s), the enable switch, and the second antenna such that the second controller wirelessly communicates with the first controller; wherein the first and second controllers cooperate to start the mower's engine in response to the first command issued by the user input device(s); and wherein the first and second controllers cooperate to (a) activate the drive system in response to the second command issued by the user input device(s), but only if a second condition is satisfied, the second condition including user-activating the enable switch within a specified time before issuing the second command, and/or (b) activate the PTO unit in response to the third command issued by the user input device(s), but only if a third condition is satisfied, the third condition including user-activating the enable switch within the specified time before issuing the third command.		1	1
11234363	0	1. A trimmer head comprising: a rotation axis; a housing comprising a side wall surrounding the rotation axis; a spool insertable in the housing, the spool being configured and arranged for winding a stock of cutting line therearound by rotating the spool and the housing with respect to each other around the rotation axis, the spool comprising at least a first flange extending around a spool axis; at least two cutting line passage holes extending through the side wall for passage of the cutting line from an inside to an outside of the housing, wherein the spool comprises a plurality of cutting line anchoring elements integrally connected with the spool, each of the cutting line anchoring elements extending from the first flange in an axial direction and each of the cutting line anchoring elements being radially spaced from the spool axis, the cutting line anchoring elements being angularly spaced from one another around the spool axis, wherein a cutting line insertion path is formed between adjacent cutting line anchoring elements, wherein mutual rotation of the spool and the housing causes winding of the cutting line around the cutting line anchoring elements; a pair of perimeter guides inside the housing for each cutting line passage hole, wherein each perimeter guide comprises a groove facing in a direction of an interior of the housing, each groove extends for an arch of at least 20° in a circumferential direction with respect to the rotation axis, one end of each groove of each pair of perimeter guides being located adjacent to a respective cutting line passage hole and converging towards the respective cutting line passage hole.		1	1
11234364	0	1. An anti-scalp attachment for a weed and grass trimmer comprising: a clamp member for retaining a pole of the weed and grass trimmer; a height adjustment tube extends from a bottom of said clamp member; an elbow member includes a horizontal leg and a vertical leg, said vertical leg is sized to receive said height adjustment tube, said height adjustment tube is capable of being retained at different heights relative to said vertical leg; and a ground support member includes a ground tube and a tapping projection, said tapping projection extends upward from one end of said ground tube, said horizontal leg is sized to receive an opposing end of said ground tube.		1	1
11234365	0	1. A mower deck having multiple blade bays for cutting grass, the mower deck, comprising: a top deck; a front wall extending downwardly from the top deck; a rear wall extending downwardly from the top deck; a first side wall extending downwardly from the top deck between the front wall and the rear wall; and a front baffle assembly extending downwardly from the top deck, the front baffle assembly extending from the first side wall toward a discharge opening at a discharge side of the top deck, the front baffle assembly including: a first section extending from the first side wall to a first exit end, the first section including a first arcuate section and a first substantially straight section extending from the first arcuate section to the first exit end, and the first section and the rear wall defining a first blade bay of the multiple blade bays, the first section positioned proximate the first blade bay; and a second section extending from a second entrance end, the second section and the rear wall defining a second blade bay of the multiple blade bays, and the second section positioned proximate the second blade bay; the first exit end being spaced from the second entrance end by a first gap, the first gap being configured to permit airflow therethrough and increase velocity of the airflow toward the discharge opening and to reduce turbulence within the first blade bay.		1	1
